time_s,duty_permille,duty_ratio,encoder_count,delta_count,speed_ref,speed_meas,speed_error,sample_time_s,host_time_s
0,200,0.2,0,0,0,0,0,0.100000000000001,0.5677815
0.1,154,0.154,7,7,0,1.127,-1.127,0.1,0.6752627
0.2,146,0.146,10,3,0,0.483,-0.483,0.1,0.7696823
0.3,151,0.151,10,0,0,0,0,0.1,0.8781984
0.4,151,0.151,10,0,0,0,0,0.1,0.9734086
0.5,151,0.151,10,0,0,0,0,0.1,1.0677811
0.6,151,0.151,10,0,0,0,0,0.1,1.1784447
0.7,151,0.151,10,0,0,0,0,0.1,1.2713528
0.8,151,0.151,10,0,0,0,0,0.1,1.3656684
0.9,151,0.151,10,0,0,0,0,0.1,1.4770568
1,151,0.151,10,0,0,0,0,0.1,1.5722287
1.1,151,0.151,10,0,0,0,0,0.0999999999999999,1.6678866
1.2,151,0.151,10,0,0,0,0,0.1,1.7787437
1.3,151,0.151,10,0,0,0,0,0.1,1.8711486
1.4,151,0.151,10,0,0,0,0,0.0999999999999999,1.9655967
1.5,151,0.151,10,0,0,0,0,0.1,2.0775908
1.6,151,0.151,10,0,0,0,0,0.0999999999999999,2.1728552
1.7,151,0.151,10,0,0,0,0,0.1,2.2683347
1.8,151,0.151,10,0,0,0,0,0.1,2.3771425
1.9,151,0.151,10,0,0,0,0,0.0999999999999999,2.4729355
2,151,0.151,10,0,0,0,0,0.1,2.5673816
2.1,151,0.151,10,0,0,0,0,0.1,2.6772331
2.2,151,0.151,10,0,0,0,0,0.1,2.7728123
2.3,151,0.151,10,0,0,0,0,0.0999999999999996,2.8672201
2.4,151,0.151,10,0,0,0,0,0.1,2.9785224
2.5,151,0.151,10,0,0,0,0,0.1,3.073385
2.6,151,0.151,10,0,0,0,0,0.1,3.1688194
2.7,151,0.151,10,0,0,0,0,0.1,3.2645199
2.8,151,0.151,10,0,0,0,0,0.0999999999999996,3.3731926
2.9,151,0.151,10,0,0,0,0,0.1,3.4673281
3,151,0.151,10,0,0,0,0,0.1,3.5749801
3.1,151,0.151,10,0,0,0,0,0.1,3.6703519
3.2,151,0.151,10,0,0,0,0,0.1,3.7651891
3.3,151,0.151,10,0,0,0,0,0.0999999999999996,3.8750165
3.4,151,0.151,10,0,0,0,0,0.1,3.9690798
3.5,151,0.151,10,0,0,0,0,0.1,4.0641032
3.6,151,0.151,10,0,0,0,0,0.1,4.1747111
3.7,151,0.151,10,0,0,0,0,0.1,4.266514
3.8,151,0.151,10,0,0,0,0,0.0999999999999996,4.3786165
3.9,351,0.351,10,0,5,0,5,0.1,4.4726087
4,385,0.385,28,18,5,2.899,2.101,0.0999999999999996,4.5671006
4.1,397,0.397,54,26,5,4.188,0.812,0.100000000000001,4.6764525
4.2,415,0.415,81,27,5,4.349,0.651,0.0999999999999996,4.7715767
4.3,415,0.415,111,30,5,4.833,0.167,0.100000000000001,4.8671667
4.4,426,0.426,140,29,5,4.672,0.328,0.0999999999999996,4.9772868
4.5,430,0.43,170,30,5,4.833,0.167,0.100000000000001,5.071836
4.6,422,0.422,202,32,5,5.155,-0.155,0.0999999999999996,5.1783313
4.7,430,0.43,232,30,5,4.833,0.167,0.0999999999999996,5.2728911
4.8,435,0.435,262,30,5,4.833,0.167,0.100000000000001,5.3669363
4.9,427,0.427,294,32,5,5.155,-0.155,0.0999999999999996,5.4768739
5,422,0.422,326,32,5,5.155,-0.155,0.100000000000001,5.5712704
5.1,431,0.431,356,30,5,4.833,0.167,0.0999999999999996,5.6662996
5.2,429,0.429,387,31,5,4.994,0.00600000000000023,0.0999999999999996,5.7768468
5.3,429,0.429,418,31,5,4.994,0.00600000000000023,0.100000000000001,5.8714097
5.4,436,0.436,448,30,5,4.833,0.167,0.0999999999999996,5.9658922
5.5,428,0.428,480,32,5,5.155,-0.155,0.100000000000001,6.0775985
5.6,430,0.43,511,31,5,4.994,0.00600000000000023,0.0999999999999996,6.1730498
5.7,430,0.43,542,31,5,4.994,0.00600000000000023,0.0999999999999996,6.2697891
5.8,430,0.43,573,31,5,4.994,0.00600000000000023,0.100000000000001,6.3649916
5.9,430,0.43,604,31,5,4.994,0.00600000000000023,0.0999999999999996,6.4747802
6,437,0.437,634,30,5,4.833,0.167,0.100000000000001,6.5701594
6.1,423,0.423,667,33,5,5.316,-0.316,0.0999999999999996,6.6653931
6.2,426,0.426,698,31,5,4.994,0.00600000000000023,0.0999999999999996,6.7748161
6.3,433,0.433,728,30,5,4.833,0.167,0.100000000000001,6.8695198
6.4,425,0.425,760,32,5,5.155,-0.155,0.0999999999999996,6.9800542
6.5,426,0.426,791,31,5,4.994,0.00600000000000023,0.100000000000001,7.0754475
6.6,433,0.433,821,30,5,4.833,0.167,0.0999999999999996,7.1700855
6.7,432,0.432,852,31,5,4.994,0.00600000000000023,0.0999999999999996,7.2687382
6.8,632,0.632,883,31,10,4.994,5.006,0.100000000000001,7.3754607
6.9,685,0.685,929,46,10,7.41,2.59,0.0999999999999996,7.4700402
7,718,0.718,982,53,10,8.538,1.462,0.100000000000001,7.5655916
7.1,742,0.742,1038,56,10,9.022,0.978,0.0999999999999996,7.6758262
7.2,752,0.752,1097,59,10,9.505,0.494999999999999,0.0999999999999996,7.7692507
7.3,761,0.761,1157,60,10,9.666,0.334,0.100000000000001,7.8785612
7.4,764,0.764,1218,61,10,9.827,0.173,0.0999999999999996,7.9712907
7.5,770,0.77,1279,61,10,9.827,0.173,0.100000000000001,8.0667794
7.6,775,0.775,1340,61,10,9.827,0.173,0.0999999999999996,8.1781578
7.7,773,0.773,1402,62,10,9.988,0.0120000000000005,0.0999999999999996,8.2732623
7.8,774,0.774,1464,62,10,9.988,0.0120000000000005,0.100000000000001,8.3687902
7.9,768,0.768,1527,63,10,10.149,-0.148999999999999,0.0999999999999996,8.4793374
8,776,0.776,1588,61,10,9.827,0.173,0.0999999999999996,8.5739959
8.1,775,0.775,1650,62,10,9.988,0.0120000000000005,0.0999999999999996,8.6665615
8.2,775,0.775,1712,62,10,9.988,0.0120000000000005,0.100000000000001,8.7766064
8.3,769,0.769,1775,63,10,10.149,-0.148999999999999,0.0999999999999996,8.8707022
8.4,777,0.777,1836,61,10,9.827,0.173,0.0999999999999996,8.9797924
8.5,770,0.77,1899,63,10,10.149,-0.148999999999999,0.0999999999999996,9.0742991
8.6,778,0.778,1960,61,10,9.827,0.173,0.100000000000001,9.1683414
8.7,770,0.77,2023,63,10,10.149,-0.148999999999999,0.0999999999999996,9.2788113
8.8,779,0.779,2084,61,10,9.827,0.173,0.0999999999999996,9.3731975
8.9,771,0.771,2147,63,10,10.149,-0.148999999999999,0.0999999999999996,9.4672395
9,773,0.773,2209,62,10,9.988,0.0120000000000005,0.0999999999999996,9.5757216
9.1,773,0.773,2271,62,10,9.988,0.0120000000000005,0.100000000000001,9.6705566
9.2,774,0.774,2333,62,10,9.988,0.0120000000000005,0.0999999999999996,9.7651539
9.3,774,0.774,2395,62,10,9.988,0.0120000000000005,0.0999999999999996,9.8757559
9.4,774,0.774,2457,62,10,9.988,0.0120000000000005,0.0999999999999996,9.9713775
9.5,775,0.775,2519,62,10,9.988,0.0120000000000005,0.0999999999999996,10.0648182
9.6,775,0.775,2581,62,10,9.988,0.0120000000000005,0.100000000000001,10.1751613
9.7,775,0.775,2643,62,10,9.988,0.0120000000000005,0.0999999999999996,10.2702332
9.8,769,0.769,2706,63,10,10.149,-0.148999999999999,0.0999999999999996,10.3658497
9.9,771,0.771,2768,62,10,9.988,0.0120000000000005,0.0999999999999996,10.4748123
10,772,0.772,2830,62,10,9.988,0.0120000000000005,0.0999999999999996,10.5714387
10.1,778,0.778,2891,61,10,9.827,0.173,0.100000000000001,10.6647353
10.2,777,0.777,2953,62,10,9.988,0.0120000000000005,0.0999999999999996,10.7764873
10.3,771,0.771,3016,63,10,10.149,-0.148999999999999,0.0999999999999996,10.8693005
10.4,773,0.773,3078,62,10,9.988,0.0120000000000005,0.0999999999999996,10.964397
10.5,773,0.773,3140,62,10,9.988,0.0120000000000005,0.0999999999999996,11.0720757
10.6,774,0.774,3202,62,10,9.988,0.0120000000000005,0.100000000000001,11.166662
10.7,774,0.774,3264,62,10,9.988,0.0120000000000005,0.0999999999999996,11.2768183
10.8,974,0.974,3326,62,15,9.988,5.012,0.0999999999999996,11.3711167
10.9,952,0.952,3402,76,15,12.244,2.756,0.0999999999999996,11.466235
11,949,0.949,3480,78,15,12.566,2.434,0.0999999999999996,11.5771782
11.1,949,0.949,3558,78,15,12.566,2.434,0.100000000000001,11.6701863
11.2,949,0.949,3636,78,15,12.566,2.434,0.0999999999999996,11.7787653
11.3,949,0.949,3714,78,15,12.566,2.434,0.0999999999999996,11.8738185
11.4,949,0.949,3792,78,15,12.566,2.434,0.0999999999999996,11.969439
11.5,949,0.949,3870,78,15,12.566,2.434,0.0999999999999996,12.0788604
11.6,950,0.95,3947,77,15,12.405,2.595,0.100000000000001,12.175382
11.7,947,0.947,4026,79,15,12.727,2.273,0.0999999999999996,12.2698243
11.8,950,0.95,4103,77,15,12.405,2.595,0.0999999999999996,12.3641687
11.9,949,0.949,4181,78,15,12.566,2.434,0.0999999999999996,12.4767944
12,950,0.95,4258,77,15,12.405,2.595,0.0999999999999996,12.5714282
12.1,949,0.949,4336,78,15,12.566,2.434,0.100000000000001,12.6780212
12.2,949,0.949,4414,78,15,12.566,2.434,0.0999999999999996,12.7735957
12.3,947,0.947,4493,79,15,12.727,2.273,0.0999999999999996,12.8662748
12.4,950,0.95,4570,77,15,12.405,2.595,0.0999999999999996,12.9741719
12.5,949,0.949,4648,78,15,12.566,2.434,0.0999999999999996,13.0688345
12.6,949,0.949,4726,78,15,12.566,2.434,0.100000000000001,13.1781587
12.7,949,0.949,4804,78,15,12.566,2.434,0.0999999999999996,13.2741879
12.8,949,0.949,4882,78,15,12.566,2.434,0.0999999999999996,13.3700371
12.9,949,0.949,4960,78,15,12.566,2.434,0.0999999999999996,13.4787038
13,949,0.949,5038,78,15,12.566,2.434,0.0999999999999996,13.5728458
13.1,949,0.949,5116,78,15,12.566,2.434,0.100000000000001,13.6684408
13.2,950,0.95,5193,77,15,12.405,2.595,0.0999999999999996,13.7635105
13.3,947,0.947,5272,79,15,12.727,2.273,0.0999999999999996,13.8718582
13.4,950,0.95,5349,77,15,12.405,2.595,0.0999999999999996,13.9669278
13.5,949,0.949,5427,78,15,12.566,2.434,0.0999999999999996,14.0783718
13.6,949,0.949,5505,78,15,12.566,2.434,0.100000000000001,14.1728541
13.7,949,0.949,5583,78,15,12.566,2.434,0.0999999999999996,14.268381
13.8,949,0.949,5661,78,15,12.566,2.434,0.0999999999999996,14.3764361
13.9,949,0.949,5739,78,15,12.566,2.434,0.0999999999999996,14.4717829
14,949,0.949,5817,78,15,12.566,2.434,0.0999999999999996,14.5653263
14.1,949,0.949,5895,78,15,12.566,2.434,0.100000000000001,14.6758681
14.2,949,0.949,5973,78,15,12.566,2.434,0.0999999999999996,14.7682828
14.3,949,0.949,6051,78,15,12.566,2.434,0.0999999999999996,14.8770906
14.4,949,0.949,6129,78,15,12.566,2.434,0.0999999999999996,14.9717944
14.5,949,0.949,6207,78,15,12.566,2.434,0.0999999999999996,15.0662652
14.6,950,0.95,6284,77,15,12.405,2.595,0.100000000000001,15.1757574
14.7,947,0.947,6363,79,15,12.727,2.273,0.0999999999999996,15.2661187
14.8,950,0.95,6440,77,15,12.405,2.595,0.0999999999999996,15.3762469
14.9,947,0.947,6519,79,15,12.727,2.273,0.0999999999999996,15.4706502
15,950,0.95,6596,77,15,12.405,2.595,0.0999999999999996,15.5656375
15.1,949,0.949,6674,78,15,12.566,2.434,0.100000000000001,15.6738435
15.2,949,0.949,6752,78,15,12.566,2.434,0.0999999999999996,15.767218
15.3,949,0.949,6830,78,15,12.566,2.434,0.0999999999999996,15.8754905
15.4,949,0.949,6908,78,15,12.566,2.434,0.0999999999999996,15.9686905
15.5,949,0.949,6986,78,15,12.566,2.434,0.0999999999999996,16.0633525
15.6,949,0.949,7064,78,15,12.566,2.434,0.100000000000001,16.1729681
15.7,949,0.949,7142,78,15,12.566,2.434,0.0999999999999996,16.2671235
15.8,949,0.949,7220,78,15,12.566,2.434,0.0999999999999996,16.3772902
15.9,949,0.949,7298,78,15,12.566,2.434,0.0999999999999996,16.4726995
16,949,0.949,7376,78,15,12.566,2.434,0.0999999999999996,16.5657323
16.1,949,0.949,7454,78,15,12.566,2.434,0.0999999999999979,16.6778556
16.2,949,0.949,7532,78,15,12.566,2.434,0.100000000000001,16.7721086
16.3,949,0.949,7610,78,15,12.566,2.434,0.0999999999999979,16.864711
16.4,949,0.949,7688,78,15,12.566,2.434,0.100000000000001,16.9770903
16.5,949,0.949,7766,78,15,12.566,2.434,0.100000000000001,17.0711488
16.6,949,0.949,7844,78,15,12.566,2.434,0.0999999999999979,17.1668265
16.7,949,0.949,7922,78,15,12.566,2.434,0.100000000000001,17.2777682
16.8,949,0.949,8000,78,15,12.566,2.434,0.0999999999999979,17.3723255
16.9,949,0.949,8078,78,15,12.566,2.434,0.100000000000001,17.4669108
17,949,0.949,8156,78,15,12.566,2.434,0.100000000000001,17.5778419
17.1,949,0.949,8234,78,15,12.566,2.434,0.0999999999999979,17.6734033
17.2,949,0.949,8312,78,15,12.566,2.434,0.100000000000001,17.7681474
17.3,949,0.949,8390,78,15,12.566,2.434,0.100000000000001,17.8757726
17.4,949,0.949,8468,78,15,12.566,2.434,0.0999999999999979,17.9693438
17.5,949,0.949,8546,78,15,12.566,2.434,0.100000000000001,18.0638634
17.6,949,0.949,8624,78,15,12.566,2.434,0.0999999999999979,18.1745433
17.7,949,0.949,8702,78,15,12.566,2.434,0.100000000000001,18.268971
17.8,949,0.949,8780,78,15,12.566,2.434,0.100000000000001,18.3778208
17.9,949,0.949,8858,78,15,12.566,2.434,0.0999999999999979,18.4710632
18,949,0.949,8936,78,15,12.566,2.434,0.100000000000001,18.5651959
18.1,949,0.949,9014,78,15,12.566,2.434,0.0999999999999979,18.6744017
18.2,949,0.949,9092,78,15,12.566,2.434,0.100000000000001,18.7682972
18.3,822,0.822,9170,78,10,12.566,-2.566,0.100000000000001,18.8780902
18.4,803,0.803,9239,69,10,11.116,-1.116,0.0999999999999979,18.9716986
18.5,795,0.795,9304,65,10,10.471,-0.471,0.100000000000001,19.0663854
18.6,781,0.781,9369,65,10,10.471,-0.471,0.0999999999999979,19.1758964
18.7,779,0.779,9432,63,10,10.149,-0.148999999999999,0.100000000000001,19.2675532
18.8,781,0.781,9494,62,10,9.988,0.0120000000000005,0.100000000000001,19.3629454
18.9,769,0.769,9558,64,10,10.31,-0.31,0.0999999999999979,19.4708564
19,772,0.772,9620,62,10,9.988,0.0120000000000005,0.100000000000001,19.5644507
19.1,773,0.773,9682,62,10,9.988,0.0120000000000005,0.0999999999999979,19.6763222
19.2,773,0.773,9744,62,10,9.988,0.0120000000000005,0.100000000000001,19.7678068
19.3,773,0.773,9806,62,10,9.988,0.0120000000000005,0.100000000000001,19.8779173
19.4,774,0.774,9868,62,10,9.988,0.0120000000000005,0.0999999999999979,19.9715258
19.5,768,0.768,9931,63,10,10.149,-0.148999999999999,0.100000000000001,20.064932
19.6,776,0.776,9992,61,10,9.827,0.173,0.0999999999999979,20.1737922
19.7,768,0.768,10055,63,10,10.149,-0.148999999999999,0.100000000000001,20.2680507
19.8,770,0.77,10117,62,10,9.988,0.0120000000000005,0.100000000000001,20.3624921
19.9,764,0.764,10180,63,10,10.149,-0.148999999999999,0.0999999999999979,20.4714594
20,779,0.779,10240,60,10,9.666,0.334,0.100000000000001,20.5632582
20.1,770,0.77,10303,63,10,10.149,-0.148999999999999,0.0999999999999979,20.6723869
20.2,772,0.772,10365,62,10,9.988,0.0120000000000005,0.100000000000001,20.7667371
20.3,772,0.772,10427,62,10,9.988,0.0120000000000005,0.100000000000001,20.8759179
20.4,772,0.772,10489,62,10,9.988,0.0120000000000005,0.0999999999999979,20.9703894
20.5,766,0.766,10552,63,10,10.149,-0.148999999999999,0.100000000000001,21.0628276
20.6,768,0.768,10614,62,10,9.988,0.0120000000000005,0.0999999999999979,21.1732825
20.7,775,0.775,10675,61,10,9.827,0.173,0.100000000000001,21.2669985
20.8,774,0.774,10737,62,10,9.988,0.0120000000000005,0.100000000000001,21.3782941
20.9,768,0.768,10800,63,10,10.149,-0.148999999999999,0.0999999999999979,21.4723557
21,770,0.77,10862,62,10,9.988,0.0120000000000005,0.100000000000001,21.5648952
21.1,770,0.77,10924,62,10,9.988,0.0120000000000005,0.0999999999999979,21.6726636
21.2,770,0.77,10986,62,10,9.988,0.0120000000000005,0.100000000000001,21.7663696
21.3,771,0.771,11048,62,10,9.988,0.0120000000000005,0.100000000000001,21.8754567
21.4,771,0.771,11110,62,10,9.988,0.0120000000000005,0.0999999999999979,21.9688981
21.5,771,0.771,11172,62,10,9.988,0.0120000000000005,0.100000000000001,22.0626181
21.6,772,0.772,11234,62,10,9.988,0.0120000000000005,0.0999999999999979,22.1700765
21.7,772,0.772,11296,62,10,9.988,0.0120000000000005,0.100000000000001,22.2647415
21.8,772,0.772,11358,62,10,9.988,0.0120000000000005,0.100000000000001,22.3732911
21.9,573,0.573,11420,62,5,9.988,-4.988,0.0999999999999979,22.4688113
22,513,0.513,11468,48,5,7.733,-2.733,0.100000000000001,22.5641213
22.1,483,0.483,11508,40,5,6.444,-1.444,0.0999999999999979,22.6749355
22.2,459,0.459,11545,37,5,5.96,-0.96,0.100000000000001,22.7677418
22.3,449,0.449,11579,34,5,5.477,-0.477,0.100000000000001,22.8769288
22.4,441,0.441,11612,33,5,5.316,-0.316,0.0999999999999979,22.9713795
22.5,438,0.438,11644,32,5,5.155,-0.155,0.100000000000001,23.0660277
22.6,434,0.434,11676,32,5,5.155,-0.155,0.0999999999999979,23.1754573
22.7,423,0.423,11709,33,5,5.316,-0.316,0.100000000000001,23.2703281
22.8,426,0.426,11740,31,5,4.994,0.00600000000000023,0.100000000000001,23.363881
22.9,426,0.426,11771,31,5,4.994,0.00600000000000023,0.0999999999999979,23.4729871
23,426,0.426,11802,31,5,4.994,0.00600000000000023,0.100000000000001,23.5684066
23.1,433,0.433,11832,30,5,4.833,0.167,0.0999999999999979,23.6769247
23.2,431,0.431,11863,31,5,4.994,0.00600000000000023,0.100000000000001,23.7725224
23.3,432,0.432,11894,31,5,4.994,0.00600000000000023,0.100000000000001,23.8664429
23.4,425,0.425,11926,32,5,5.155,-0.155,0.0999999999999979,23.976065
23.5,427,0.427,11957,31,5,4.994,0.00600000000000023,0.100000000000001,24.0716131
23.6,434,0.434,11987,30,5,4.833,0.167,0.0999999999999979,24.1671031
23.7,426,0.426,12019,32,5,5.155,-0.155,0.100000000000001,24.2633945
23.8,428,0.428,12050,31,5,4.994,0.00600000000000023,0.100000000000001,24.3733398
23.9,428,0.428,12081,31,5,4.994,0.00600000000000023,0.0999999999999979,24.4697912
24,428,0.428,12112,31,5,4.994,0.00600000000000023,0.100000000000001,24.5640789
24.1,422,0.422,12144,32,5,5.155,-0.155,0.0999999999999979,24.6735628
24.2,430,0.43,12174,30,5,4.833,0.167,0.100000000000001,24.7676703
24.3,422,0.422,12206,32,5,5.155,-0.155,0.100000000000001,24.8761082
24.4,430,0.43,12236,30,5,4.833,0.167,0.0999999999999979,24.9712748
24.5,429,0.429,12267,31,5,4.994,0.00600000000000023,0.100000000000001,25.0643391
24.6,429,0.429,12298,31,5,4.994,0.00600000000000023,0.0999999999999979,25.1734818
24.7,429,0.429,12329,31,5,4.994,0.00600000000000023,0.100000000000001,25.2691251
24.8,429,0.429,12360,31,5,4.994,0.00600000000000023,0.100000000000001,25.3764789
24.9,429,0.429,12391,31,5,4.994,0.00600000000000023,0.0999999999999979,25.470858
25,430,0.43,12422,31,5,4.994,0.00600000000000023,0.100000000000001,25.5651029
25.1,430,0.43,12453,31,5,4.994,0.00600000000000023,0.0999999999999979,25.6736843
25.2,430,0.43,12484,31,5,4.994,0.00600000000000023,0.100000000000001,25.7696824
25.3,424,0.424,12516,32,5,5.155,-0.155,0.100000000000001,25.8649306
25.4,432,0.432,12546,30,5,4.833,0.167,0.0999999999999979,25.9758845
25.5,424,0.424,12578,32,5,5.155,-0.155,0.100000000000001,26.0697821
25.6,419,0.419,12610,32,5,5.155,-0.155,0.0999999999999979,26.1654007
25.7,428,0.428,12640,30,5,4.833,0.167,0.100000000000001,26.2767542
25.8,433,0.433,12670,30,5,4.833,0.167,0.100000000000001,26.3707252
25.9,431,0.431,12701,31,5,4.994,0.00600000000000023,0.0999999999999979,26.4666235
26,431,0.431,12732,31,5,4.994,0.00600000000000023,0.100000000000001,26.5766343
26.1,425,0.425,12764,32,5,5.155,-0.155,0.0999999999999979,26.6718585
26.2,433,0.433,12794,30,5,4.833,0.167,0.100000000000001,26.7663304
26.3,425,0.425,12826,32,5,5.155,-0.155,0.100000000000001,26.8771686
26.4,434,0.434,12856,30,5,4.833,0.167,0.0999999999999979,26.971469
26.5,426,0.426,12888,32,5,5.155,-0.155,0.100000000000001,27.0660468
26.6,428,0.428,12919,31,5,4.994,0.00600000000000023,0.0999999999999979,27.1748814
26.7,428,0.428,12950,31,5,4.994,0.00600000000000023,0.100000000000001,27.2704173
26.8,421,0.421,12982,32,5,5.155,-0.155,0.100000000000001,27.3656199
26.9,423,0.423,13013,31,5,4.994,0.00600000000000023,0.0999999999999979,27.4762735
27,423,0.423,13044,31,5,4.994,0.00600000000000023,0.100000000000001,27.5705297
27.1,430,0.43,13074,30,5,4.833,0.167,0.0999999999999979,27.6640178
27.2,435,0.435,13104,30,5,4.833,0.167,0.100000000000001,27.7757805
27.3,427,0.427,13136,32,5,5.155,-0.155,0.100000000000001,27.8695561
27.4,429,0.429,13167,31,5,4.994,0.00600000000000023,0.0999999999999979,27.9642881
27.5,229,0.229,13198,31,0,4.994,-4.994,0.100000000000001,28.0746575
27.6,176,0.176,13214,16,0,2.577,-2.577,0.0999999999999979,28.1704111
27.7,144,0.144,13223,9,0,1.449,-1.449,0.100000000000001,28.2658297
27.8,152,0.152,13224,1,0,0.161,-0.161,0.100000000000001,28.375609
27.9,153,0.153,13224,0,0,0,0,0.0999999999999979,28.4694872
28,153,0.153,13224,0,0,0,0,0.100000000000001,28.5629972
28.1,153,0.153,13224,0,0,0,0,0.0999999999999979,28.67265
28.2,153,0.153,13224,0,0,0,0,0.100000000000001,28.7664086
28.3,153,0.153,13224,0,0,0,0,0.100000000000001,28.8755754
28.4,147,0.147,13225,1,0,0.161,-0.161,0.0999999999999979,28.9690522
28.5,149,0.149,13225,0,0,0,0,0.100000000000001,29.0630147
28.6,149,0.149,13225,0,0,0,0,0.0999999999999979,29.1735651
28.7,149,0.149,13225,0,0,0,0,0.100000000000001,29.2692622
28.8,149,0.149,13225,0,0,0,0,0.100000000000001,29.3647269
28.9,149,0.149,13225,0,0,0,0,0.0999999999999979,29.4757586
29,149,0.149,13225,0,0,0,0,0.100000000000001,29.5707199
29.1,149,0.149,13225,0,0,0,0,0.0999999999999979,29.6672073
29.2,149,0.149,13225,0,0,0,0,0.100000000000001,29.7612216
29.3,149,0.149,13225,0,0,0,0,0.100000000000001,29.8700874
29.4,149,0.149,13225,0,0,0,0,0.0999999999999979,29.9636435
29.5,149,0.149,13225,0,0,0,0,0.100000000000001,30.0741949
29.6,149,0.149,13225,0,0,0,0,0.0999999999999979,30.1673821
29.7,149,0.149,13225,0,0,0,0,0.100000000000001,30.2612664
29.8,149,0.149,13225,0,0,0,0,0.100000000000001,30.3695801
29.9,149,0.149,13225,0,0,0,0,0.0999999999999979,30.4639993
30,149,0.149,13225,0,0,0,0,0.100000000000001,30.573729
30.1,149,0.149,13225,0,0,0,0,0.0999999999999979,30.6656564
30.2,149,0.149,13225,0,0,0,0,0.100000000000001,30.7761804
30.3,149,0.149,13225,0,0,0,0,0.100000000000001,30.8697705
30.4,149,0.149,13225,0,0,0,0,0.0999999999999979,30.9625878
30.5,149,0.149,13225,0,0,0,0,0.100000000000001,31.0723992
30.6,149,0.149,13225,0,0,0,0,0.0999999999999979,31.1656925
30.7,149,0.149,13225,0,0,0,0,0.100000000000001,31.2602723
30.8,149,0.149,13225,0,0,0,0,0.100000000000001,31.3714198
30.9,-450,-0.45,13225,0,-5,0,-5,0.0999999999999979,31.4647372
31,-426,-0.426,13198,-27,-5,-4.349,-0.651,0.100000000000001,31.5730308
31.1,-414,-0.414,13166,-32,-5,-5.155,0.155,0.0999999999999979,31.667303
31.2,-422,-0.422,13136,-30,-5,-4.833,-0.167,0.100000000000001,31.7626079
31.3,-414,-0.414,13104,-32,-5,-5.155,0.155,0.100000000000001,31.8724164
31.4,-429,-0.429,13075,-29,-5,-4.672,-0.328,0.0999999999999979,31.9684669
31.5,-426,-0.426,13044,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.0642616
31.6,-419,-0.419,13012,-32,-5,-5.155,0.155,0.0999999999999979,32.1755008
31.7,-421,-0.421,12981,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.2712574
31.8,-421,-0.421,12950,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.3657111
31.9,-422,-0.422,12919,-31,-5,-4.994,-0.00600000000000023,0.0999999999999979,32.4766474
32,-422,-0.422,12888,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.5723137
32.1,-422,-0.422,12857,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.6659279
32.2,-422,-0.422,12826,-31,-5,-4.994,-0.00600000000000023,0.0999999999999943,32.7752649
32.3,-422,-0.422,12795,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.8689467
32.4,-422,-0.422,12764,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,32.9649793
32.5,-416,-0.416,12732,-32,-5,-5.155,0.155,0.100000000000001,33.074093
32.6,-424,-0.424,12702,-30,-5,-4.833,-0.167,0.100000000000001,33.1663024
32.7,-423,-0.423,12671,-31,-5,-4.994,-0.00600000000000023,0.0999999999999943,33.2757908
32.8,-423,-0.423,12640,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,33.3694612
32.9,-423,-0.423,12609,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,33.4620858
33,-423,-0.423,12578,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,33.5725725
33.1,-417,-0.417,12546,-32,-5,-5.155,0.155,0.100000000000001,33.6648579
33.2,-419,-0.419,12515,-31,-5,-4.994,-0.00600000000000023,0.0999999999999943,33.7760207
33.3,-419,-0.419,12484,-31,-5,-4.994,-0.00600000000000023,0.100000000000001,33.8686691
33.4,-426,-0.426,12454,-30,-5,-4.833,-0.167,0.100000000000001,33.9629333
33.5,-418,-0.418,12422,-32,-5,-5.155,0.155,0.100000000000001,34.0721235
33.6,-426,-0.426,12392,-30,-5,-4.833,-0.167,0.100000000000001,34.165973
33.7,-418,-0.418,12360,-32,-5,-5.155,0.155,0.0999999999999943,34.2745228
33.8,-426,-0.426,12330,-30,-5,-4.833,-0.167,0.100000000000001,34.3707665
33.9,-419,-0.419,12298,-32,-5,-5.155,0.155,0.100000000000001,34.4647789
34,-620,-0.62,12267,-31,-10,-4.994,-5.006,0.100000000000001,34.5748454
34.1,-680,-0.68,12222,-45,-10,-7.249,-2.751,0.100000000000001,34.6686597
34.2,-905,-0.905,12168,-54,-15,-8.699,-6.301,0.100000000000001,34.7639651
34.3,-984,-0.984,12097,-71,-15,-11.438,-3.562,0.0999999999999943,34.8745458
34.4,-968,-0.968,12016,-81,-15,-13.049,-1.951,0.100000000000001,34.9687465
34.5,-967,-0.967,11934,-82,-15,-13.21,-1.79,0.100000000000001,35.064801
34.6,-968,-0.968,11853,-81,-15,-13.049,-1.951,0.100000000000001,35.1726884
