time_s,duty_permille,duty_ratio,encoder_count,delta_count,speed_ref,speed_meas,speed_error,sample_time_s,host_time_s
91.2,-972,-0.972,34421,-82,-15,-13.21,-1.79,0.0999999999999943,91.7768457
91.3,-970,-0.97,34338,-83,-15,-13.371,-1.629,0.100000000000009,91.8865337
91.4,-972,-0.972,34256,-82,-15,-13.21,-1.79,0.0999999999999943,92.0093258
91.5,-972,-0.972,34174,-82,-15,-13.21,-1.79,0.100000000000009,92.0573314
91.6,-972,-0.972,34092,-82,-15,-13.21,-1.79,0.0999999999999943,92.1528396
91.7,-970,-0.97,34009,-83,-15,-13.371,-1.629,0.0999999999999943,92.263655
91.8,-972,-0.972,33927,-82,-15,-13.21,-1.79,0.100000000000009,92.3650197
91.9,-970,-0.97,33844,-83,-15,-13.371,-1.629,0.0999999999999943,92.4801446
92,-972,-0.972,33762,-82,-15,-13.21,-1.79,0.100000000000009,92.6086866
92.1,-972,-0.972,33680,-82,-15,-13.21,-1.79,0.0999999999999943,92.6578573
92.2,-970,-0.97,33597,-83,-15,-13.371,-1.629,0.0999999999999943,92.7533284
92.3,-972,-0.972,33515,-82,-15,-13.21,-1.79,0.100000000000009,92.8603976
92.4,-972,-0.972,33433,-82,-15,-13.21,-1.79,0.0999999999999943,92.9842398
92.5,-970,-0.97,33350,-83,-15,-13.371,-1.629,0.100000000000009,93.1093111
92.6,-972,-0.972,33268,-82,-15,-13.21,-1.79,0.0999999999999943,93.2290148
92.7,-970,-0.97,33185,-83,-15,-13.371,-1.629,0.0999999999999943,93.2527053
92.8,-972,-0.972,33103,-82,-15,-13.21,-1.79,0.100000000000009,93.3631792
92.9,-972,-0.972,33021,-82,-15,-13.21,-1.79,0.0999999999999943,93.4635033
93,-970,-0.97,32938,-83,-15,-13.371,-1.629,0.100000000000009,93.5785498
93.1,-972,-0.972,32856,-82,-15,-13.21,-1.79,0.0999999999999943,93.6941459
93.2,-972,-0.972,32774,-82,-15,-13.21,-1.79,0.0999999999999943,93.7999896
93.3,-970,-0.97,32691,-83,-15,-13.371,-1.629,0.100000000000009,93.9219092
93.4,-973,-0.973,32610,-81,-15,-13.049,-1.951,0.0999999999999943,93.9612227
93.5,-969,-0.969,32526,-84,-15,-13.533,-1.467,0.100000000000009,94.0551407
93.6,-972,-0.972,32444,-82,-15,-13.21,-1.79,0.0999999999999943,94.1720508
93.7,-972,-0.972,32362,-82,-15,-13.21,-1.79,0.0999999999999943,94.3008446
93.8,-972,-0.972,32280,-82,-15,-13.21,-1.79,0.100000000000009,94.4188391
93.9,-970,-0.97,32197,-83,-15,-13.371,-1.629,0.0999999999999943,94.4627879
94,-972,-0.972,32115,-82,-15,-13.21,-1.79,0.100000000000009,94.5561628
94.1,-970,-0.97,32032,-83,-15,-13.371,-1.629,0.0999999999999943,94.6638694
94.2,-972,-0.972,31950,-82,-15,-13.21,-1.79,0.0999999999999943,94.783894
94.3,-972,-0.972,31868,-82,-15,-13.21,-1.79,0.100000000000009,94.9112487
94.4,-972,-0.972,31786,-82,-15,-13.21,-1.79,0.0999999999999943,95.0376018
94.5,-970,-0.97,31703,-83,-15,-13.371,-1.629,0.100000000000009,95.0594155
94.6,-972,-0.972,31621,-82,-15,-13.21,-1.79,0.0999999999999943,95.1599515
94.7,-970,-0.97,31538,-83,-15,-13.371,-1.629,0.0999999999999943,95.2712063
94.8,-972,-0.972,31456,-82,-15,-13.21,-1.79,0.100000000000009,95.3966441
94.9,-972,-0.972,31374,-82,-15,-13.21,-1.79,0.0999999999999943,95.5241116
95,-972,-0.972,31292,-82,-15,-13.21,-1.79,0.100000000000009,95.5560615
95.1,-970,-0.97,31209,-83,-15,-13.371,-1.629,0.0999999999999943,95.6650065
95.2,-970,-0.97,31126,-83,-15,-13.371,-1.629,0.0999999999999943,95.7631551
95.3,-972,-0.972,31044,-82,-15,-13.21,-1.79,0.100000000000009,95.8782813
95.4,-972,-0.972,30962,-82,-15,-13.21,-1.79,0.0999999999999943,95.9921821
95.5,-970,-0.97,30879,-83,-15,-13.371,-1.629,0.100000000000009,96.1063771
95.6,-972,-0.972,30797,-82,-15,-13.21,-1.79,0.0999999999999943,96.1527299
95.7,-970,-0.97,30714,-83,-15,-13.371,-1.629,0.0999999999999943,96.2611014
95.8,-972,-0.972,30632,-82,-15,-13.21,-1.79,0.100000000000009,96.355105
95.9,-972,-0.972,30550,-82,-15,-13.21,-1.79,0.0999999999999943,96.4644897
96,-972,-0.972,30468,-82,-15,-13.21,-1.79,0.100000000000009,96.5716545
96.1,-970,-0.97,30385,-83,-15,-13.371,-1.629,0.0999999999999943,96.6995051
96.2,-970,-0.97,30302,-83,-15,-13.371,-1.629,0.0999999999999943,96.8112839
96.3,-972,-0.972,30220,-82,-15,-13.21,-1.79,0.100000000000009,96.8562216
96.4,-972,-0.972,30138,-82,-15,-13.21,-1.79,0.0999999999999943,96.9664265
96.5,-970,-0.97,30055,-83,-15,-13.371,-1.629,0.100000000000009,97.0601509
96.6,-972,-0.972,29973,-82,-15,-13.21,-1.79,0.0999999999999943,97.1540561
96.7,-970,-0.97,29890,-83,-15,-13.371,-1.629,0.0999999999999943,97.2670083
96.8,-972,-0.972,29808,-82,-15,-13.21,-1.79,0.100000000000009,97.3922186
96.9,-972,-0.972,29726,-82,-15,-13.21,-1.79,0.0999999999999943,97.5062448
97,-972,-0.972,29644,-82,-15,-13.21,-1.79,0.100000000000009,97.6217574
97.1,-970,-0.97,29561,-83,-15,-13.371,-1.629,0.0999999999999943,97.6531253
97.2,-970,-0.97,29478,-83,-15,-13.371,-1.629,0.0999999999999943,97.7642769
97.3,-972,-0.972,29396,-82,-15,-13.21,-1.79,0.100000000000009,97.8596497
97.4,-972,-0.972,29314,-82,-15,-13.21,-1.79,0.0999999999999943,97.9540152
97.5,-970,-0.97,29231,-83,-15,-13.371,-1.629,0.100000000000009,98.0698888
97.6,-972,-0.972,29149,-82,-15,-13.21,-1.79,0.0999999999999943,98.1834542
97.7,-970,-0.97,29066,-83,-15,-13.371,-1.629,0.0999999999999943,98.2931419
97.8,-972,-0.972,28984,-82,-15,-13.21,-1.79,0.100000000000009,98.4060153
97.9,-972,-0.972,28902,-82,-15,-13.21,-1.79,0.0999999999999943,98.4531885
98,-972,-0.972,28820,-82,-15,-13.21,-1.79,0.100000000000009,98.5635339
98.1,-970,-0.97,28737,-83,-15,-13.371,-1.629,0.0999999999999943,98.6573311
98.2,-970,-0.97,28654,-83,-15,-13.371,-1.629,0.0999999999999943,98.7528113
98.3,-972,-0.972,28572,-82,-15,-13.21,-1.79,0.100000000000009,98.8635777
98.4,-972,-0.972,28490,-82,-15,-13.21,-1.79,0.0999999999999943,98.9690356
98.5,-972,-0.972,28408,-82,-15,-13.21,-1.79,0.100000000000009,99.0803033
98.6,-970,-0.97,28325,-83,-15,-13.371,-1.629,0.0999999999999943,99.2034127
98.7,-970,-0.97,28242,-83,-15,-13.371,-1.629,0.0999999999999943,99.3296097
98.8,-972,-0.972,28160,-82,-15,-13.21,-1.79,0.100000000000009,99.3544937
98.9,-972,-0.972,28078,-82,-15,-13.21,-1.79,0.0999999999999943,99.4629181
99,-972,-0.972,27996,-82,-15,-13.21,-1.79,0.100000000000009,99.5577749
99.1,-970,-0.97,27913,-83,-15,-13.371,-1.629,0.0999999999999943,99.6668456
99.2,-972,-0.972,27831,-82,-15,-13.21,-1.79,0.0999999999999943,99.7886134
99.3,-970,-0.97,27748,-83,-15,-13.371,-1.629,0.100000000000009,99.9165778
99.4,-972,-0.972,27666,-82,-15,-13.21,-1.79,0.0999999999999943,99.9520771
99.5,-972,-0.972,27584,-82,-15,-13.21,-1.79,0.100000000000009,100.0618978
