time_s,dt_ms,sample_time_s,speed_ref_rad_s,speed_meas_rad_s,speed_error_rad_s,position_ref_rad,position_ref_filtered_rad,position_meas_rad,position_error_rad,position_filtered_error_rad,duty_cycle,host_time_s
19.8637139,53,0.053,-10.737,-9.666,-1.071,10,10,12.147,-2.147,-2.147,-685.548,19.8806686
19.9165377,53,0.053,-8.562,-8.055,-0.507,10,10,11.712,-1.712,-1.712,-639.909,19.9334924
20.0061289,53,0.053,-6.629,-8.055,1.426,10,10,11.325,-1.325,-1.325,-441.138,20.0230836
20.0210166,53,0.053,-4.937,-8.055,3.118,10,10,10.987,-0.987,-0.987,-254.691,20.0379713
20.0968595,53,0.053,-3.326,-6.444,3.118,10,10,10.665,-0.664999999999999,-0.664999999999999,-230.229,20.1138142
20.1305218,53,0.053,-2.198,-4.833,2.635,10,10,10.439,-0.439,-0.439,-250.886,20.1474765
20.1865689,53,0.053,-1.312,-4.833,3.521,10,10,10.262,-0.262,-0.262,-134.601,20.2035236
20.2760519,53,0.053,-0.426,-3.222,2.796,10,10,10.085,-0.0850000000000009,-0.0850000000000009,-168.621,20.2930066
20.2845285,53,0.053,0.056,-3.222,3.278,10,10,9.988,0.0120000000000005,0.0120000000000005,306.419,20.3014832
20.3649843,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,-1.089,20.381939
20.3857538,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,1.381,20.4027085
20.4541462,52,0.052,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,3.44,20.4711009
20.4975271,52,0.052,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,5.499,20.5144818
20.5504215,52,0.052,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,7.559,20.5673762
20.6455038,52,0.052,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,9.618,20.6624585
20.6473153,52,0.052,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,12.089,20.66427
20.7357188,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,14.148,20.7526735
20.7517109,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,16.207,20.7686656
20.8264966,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,18.266,20.8434513
20.8685604,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,20.737,20.8855151
20.9224742,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,22.797,20.9394289
21.0057485,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,24.856,21.0227032
21.0168702,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,27.327,21.0338249
21.0954267,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,29.386,21.1123814
21.1233601,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,31.445,21.1403148
21.1872114,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,33.916,21.2041661
21.2346224,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,35.975,21.2515771
21.2980731,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,38.035,21.3150278
21.3636996,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,40.094,21.3806543
21.3885079,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,42.565,21.4054626
21.4534136,53,0.053,0.137,0,0.137,10,10,9.972,0.0280000000000005,0.0280000000000005,44.624,21.4703683
21.495854,53,0.053,-4.569,-3.222,-1.347,5,8.978,9.891,-4.891,-0.913,-514.819,21.5128087
21.5471612,53,0.053,-10.256,-8.055,-2.201,5,7.486,9.537,-4.537,-2.051,-637.245,21.5641159
21.6296288,53,0.053,-14.216,-9.666,-4.55,5,6.243,9.086,-4.086,-2.843,-927.28,21.6465835
21.6541746,53,0.053,-17.612,-11.277,-6.335,5,5,8.522,-3.522,-3.522,-1000,21.6711293
21.7236964,53,0.053,-13.987,-9.666,-4.321,5,5,7.797,-2.797,-2.797,-977.699,21.7406511
21.7677406,53,0.053,-11.249,-9.666,-1.583,5,5,7.249,-2.249,-2.249,-723.932,21.7846953
21.8150313,53,0.053,-8.993,-9.666,0.673,5,5,6.798,-1.798,-1.798,-511.248,21.831986
21.9028197,53,0.053,-7.06,-6.444,-0.616,5,5,6.412,-1.412,-1.412,-640.917,21.9197744
21.9277411,53,0.053,-5.046,-6.444,1.398,5,5,6.009,-1.009,-1.009,-423.556,21.9446958
21.9927019,53,0.053,-3.677,-4.833,1.156,5,5,5.735,-0.735,-0.735,-428.447,22.0096566
22.0305654,53,0.053,-2.549,-3.222,0.673,5,5,5.509,-0.509,-0.509,-453.637,22.0475201
22.0827108,53,0.053,-1.421,-3.222,1.801,5,5,5.284,-0.284,-0.284,-306.761,22.0996655
22.1731167,53,0.053,-0.696,-3.222,2.526,5,5,5.139,-0.139,-0.139,-205.321,22.1900714
22.1874543,53,0.053,-0.132,-1.611,1.479,5,5,5.026,-0.0259999999999998,-0.0259999999999998,-281.341,22.204409
22.2636317,53,0.053,0.189,-1.611,1.8,5,5,4.962,0.0380000000000003,0.0380000000000003,171.761,22.2805864
22.2895864,53,0.053,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,-0.6,22.3065411
22.3530213,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,1.033,22.369976
22.3977432,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,2.667,22.4146979
22.4573652,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,4.3,22.4743199
22.5348506,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,6.261,22.5518053
22.5510494,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,7.895,22.5680041
22.6240336,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,9.529,22.6409883
22.6527098,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,11.162,22.6696645
22.7148012,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,12.796,22.7317559
22.8027337,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,14.757,22.8196884
22.8110933,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,16.39,22.828048
22.8970713,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,18.024,22.914026
22.9205749,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,19.658,22.9375296
22.9883103,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,21.292,23.005265
23.0253776,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,23.252,23.0423323
23.077297,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,24.886,23.0942517
23.1265814,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,26.52,23.1435361
23.1874718,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,28.153,23.2044265
23.2556312,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,29.787,23.2725859
23.2817141,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,31.748,23.2986688
23.3452596,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,33.381,23.3622143
23.3888803,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,35.015,23.405835
23.4459961,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,36.649,23.4629508
23.5298374,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,38.283,23.5467921
23.5389389,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,40.243,23.5558936
23.6178811,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,41.877,23.6348358
23.6407235,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,43.511,23.6576782
23.7075217,52,0.052,0.108,0,0.108,5,5,4.978,0.0220000000000002,0.0220000000000002,45.145,23.7244764
23.7538031,52,0.052,0,0,0,0,4.978,4.978,-4.978,0,-164.439,23.7707578
23.8003798,52,0.052,-6.581,-4.833,-1.748,0,3.484,4.8,-4.8,-1.316,-557.716,23.8173345
23.8844909,53,0.053,-11.192,-6.444,-4.748,0,2.24,4.478,-4.478,-2.238,-902.304,23.9014456
23.9173961,53,0.053,-14.999,-11.277,-3.722,0,0.995,3.995,-3.995,-3,-840.729,23.9343508
23.9717977,53,0.053,-16.352,-12.888,-3.464,0,0,3.27,-3.27,-3.27,-850.875,23.9887524
24.0612962,53,0.053,-13.452,-11.277,-2.175,0,0,2.69,-2.69,-2.69,-766.696,24.0782509
24.0743048,53,0.053,-10.794,-11.277,0.482999999999999,0,0,2.158,-2.158,-2.158,-518.994,24.0912595
24.1537575,53,0.053,-8.619,-8.055,-0.564,0,0,1.723,-1.723,-1.723,-635.555,24.1707122
24.1744078,53,0.053,-6.283,-8.055,1.772,0,0,1.256,-1.256,-1.256,-392.283,24.1913625
24.2475421,53,0.053,-4.752,-6.444,1.692,0,0,0.95,-0.95,-0.95,-389.222,24.2644968
24.2722495,52,0.052,-3.383,-6.444,3.061,0,0,0.676,-0.676,-0.676,-229.323,24.2892042
24.3379508,52,0.052,-2.336,-3.222,0.886,0,0,0.467,-0.467,-0.467,-425.068,24.3549055
24.3835556,52,0.052,-1.288,-3.222,1.934,0,0,0.257,-0.257,-0.257,-287.966,24.4005103
24.4313295,52,0.052,-0.563,-1.611,1.048,0,0,0.112,-0.112,-0.112,-345.159,24.4482842
24.523481,52,0.052,0,0,0,0,0,0,0,0,-218.946,24.5404357
24.531411,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,-5.091,24.5483657
24.615949,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,-3.882,24.6329037
24.6399699,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,-2.432,24.6569246
24.7105193,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,-1.224,24.727474
24.7506,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,-0.016,24.7675547
24.8065949,51,0.051,0.08,0,0.08,0,0,-0.016,0.016,0.016,1.192,24.8235496
24.8902602,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,2.4,24.9072149
24.8993594,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,3.85,24.9163141
24.9848517,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,5.058,25.0018064
25.0093874,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,6.267,25.0263421
25.0739247,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,7.475,25.0908794
25.1039355,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,8.683,25.1208902
25.1664849,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,10.133,25.1834396
25.2497142,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,11.342,25.2666689
25.260038,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,12.55,25.2769927
25.3366934,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,13.758,25.3536481
25.3621694,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,14.967,25.3791241
25.4228065,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,16.417,25.4397612
25.4684224,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,17.625,25.4853771
25.5301107,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,18.833,25.5470654
25.5920269,52,0.052,0.08,0,0.08,0,0,-0.016,0.016,0.016,20.042,25.6089816
25.6378104,52,0.052,-2.411,-1.611,-0.8,-5,-0.514,-0.032,-4.968,-0.482,-473.7,25.6547651
25.6841993,53,0.053,-8.517,-4.833,-3.684,-5,-2.009,-0.306,-4.694,-1.703,-789.54,25.701154
25.7613048,53,0.053,-12.733,-9.666,-3.067,-5,-3.255,-0.708,-4.292,-2.547,-773.667,25.7782595
25.7928011,53,0.053,-16.305,-11.277,-5.028,-5,-4.501,-1.24,-3.76,-3.261,-1000,25.8097558
25.8456064,54,0.054,-15.091,-12.888,-2.203,-5,-5,-1.981,-3.019,-3.019,-762.154,25.8625611
25.930006,53,0.053,-12.272,-11.277,-0.995000000000001,-5,-5,-2.545,-2.455,-2.455,-672.924,25.9469607
25.9473711,53,0.053,-9.855,-8.055,-1.8,-5,-5,-3.028,-1.972,-1.972,-770.336,25.9643258
26.0160573,53,0.053,-7.358,-8.055,0.697,-5,-5,-3.528,-1.472,-1.472,-521.13,26.033012
26.0579439,53,0.053,-5.586,-6.444,0.858,-5,-5,-3.882,-1.118,-1.118,-492.878,26.0748986
26.1031744,53,0.053,-4.056,-6.444,2.388,-5,-5,-4.188,-0.812,-0.812,-318.261,26.1201291
26.1841011,53,0.053,-2.928,-3.222,0.294,-5,-5,-4.414,-0.586,-0.586,-510.726,26.2010558
26.2094434,53,0.053,-1.639,-4.833,3.194,-5,-5,-4.672,-0.328,-0.328,-182.094,26.2263981
26.2710903,53,0.053,-0.833,-4.833,4,-5,-5,-4.833,-0.167,-0.167,-71.034,26.288045
26.3541561,53,0.053,-0.189,-3.222,3.033,-5,-5,-4.962,-0.0380000000000003,-0.0380000000000003,-136.466,26.3711108
26.3731249,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-19.715,26.3900796
26.4431237,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-18.932,26.4600784
26.4810273,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-18.15,26.497982
26.5293963,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-17.21,26.546351
26.6177788,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-16.427,26.6347335
26.643416,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-15.645,26.6603707
26.7072314,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-14.862,26.7241861
26.7364671,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-13.922,26.7534218
26.7959966,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-13.139,26.8129513
26.8843176,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-12.357,26.9012723
26.9013909,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-11.417,26.9183456
26.9722582,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-10.634,26.9892129
27.011638,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-9.852,27.0285927
27.0701445,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-8.912,27.0870992
27.1165066,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-8.129,27.1334613
27.1636711,53,0.053,0.052,0,0.052,-5,-5,-5.01,0.00999999999999979,0.00999999999999979,-7.347,27.1806258
27.2487075,53,0.053,0.052,0,0.052,-10,-5,-5.01,-4.99,0.00999999999999979,-6.564,27.2656622
27.2773328,53,0.053,-5.511,-4.833,-0.678,-10,-6.257,-5.155,-4.845,-1.102,-487.7,27.2942875
27.3414852,53,0.053,-10.137,-9.666,-0.471,-10,-7.505,-5.477,-4.523,-2.028,-496.305,27.3584399
27.3863404,53,0.053,-14.119,-9.666,-4.453,-10,-8.752,-5.928,-4.072,-2.824,-948.471,27.4032951
27.4398956,53,0.053,-16.811,-12.888,-3.923,-10,-10,-6.637,-3.363,-3.363,-933.856,27.4568503
27.5212478,54,0.054,-13.75,-12.888,-0.862,-10,-10,-7.249,-2.751,-2.751,-668.478,27.5382025
27.5421885,54,0.054,-11.092,-9.666,-1.426,-10,-10,-7.781,-2.219,-2.219,-747.224,27.5591432
27.6154742,54,0.054,-8.353,-8.055,-0.298,-10,-10,-8.329,-1.671,-1.671,-640.545,27.6324289
27.6420413,53,0.053,-6.42,-8.055,1.635,-10,-10,-8.715,-1.285,-1.285,-439.367,27.658996
27.7050605,53,0.053,-4.809,-6.444,1.635,-10,-10,-9.038,-0.962,-0.962,-424.511,27.7220152
27.7523832,53,0.053,-3.198,-4.833,1.635,-10,-10,-9.36,-0.640000000000001,-0.640000000000001,-397.015,27.7693379
27.8148317,53,0.053,-2.07,-4.833,2.763,-10,-10,-9.585,-0.414999999999999,-0.414999999999999,-254.4,27.8317864
27.8824846,53,0.053,-1.184,-3.222,2.038,-10,-10,-9.763,-0.237,-0.237,-296.575,27.8994393
27.9095887,53,0.053,-0.298,-3.222,2.924,-10,-10,-9.94,-0.0600000000000005,-0.0600000000000005,-166.938,27.9265434
27.9698581,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-25.078,27.9868128
28.0588269,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-23.512,28.0757816
28.0768607,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-21.634,28.0938154
28.1509522,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-20.068,28.1679069
28.1743891,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-18.503,28.1913438
28.2412601,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-16.937,28.2582148
28.2863009,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-15.058,28.3032556
28.3307112,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-13.493,28.3476659
28.4206247,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-11.927,28.4375794
28.4503205,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-10.048,28.4672752
28.5098457,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-8.483,28.5268004
28.5419547,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-6.917,28.5589094
28.6031425,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-5.038,28.6200972
28.6896966,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-3.473,28.7066513
28.7123862,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-1.907,28.7293409
28.7833626,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,-0.342,28.8003173
28.806599,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,1.536,28.8235537
28.8768813,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,3.102,28.893836
28.9155911,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,4.667,28.9325458
28.9784463,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,6.546,28.995401
29.054415,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,8.112,29.0713697
29.0746958,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,9.677,29.0916505
29.1404619,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,11.556,29.1574166
29.1854643,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,13.121,29.202419
29.2306991,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,14.687,29.2476538
29.3099011,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,16.253,29.3268558
29.3409284,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,18.131,29.3578831
29.401988,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,19.697,29.4189427
29.4772394,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,21.262,29.4941941
29.4962498,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,23.141,29.5132045
29.5637984,53,0.053,0.104,0,0.104,-10,-10,-10.02,0.0199999999999996,0.0199999999999996,24.707,29.5807531
29.6099817,53,0.053,-3.492,-1.611,-1.881,-15,-10.767,-10.069,-4.931,-0.697999999999999,-580.276,29.6269364
29.6566444,54,0.054,-9.35,-8.055,-1.295,-15,-12.261,-10.391,-4.609,-1.87,-551.008,29.6735991
29.7329379,54,0.054,-13.479,-8.055,-5.424,-15,-13.506,-10.81,-4.19,-2.696,-999.925,29.7498926
29.7678136,54,0.054,-18.129,-12.888,-5.241,-15,-15,-11.374,-3.626,-3.626,-1000,29.7847683
29.8310658,54,0.054,-14.423,-12.888,-1.535,-15,-15,-12.115,-2.885,-2.885,-695.331,29.8480205
29.9034199,54,0.054,-11.684,-11.277,-0.407,-15,-15,-12.663,-2.337,-2.337,-609.932,29.9203746
29.9393476,54,0.054,-8.945,-8.055,-0.890000000000001,-15,-15,-13.21,-1.79,-1.79,-675.021,29.9563023
29.9949465,54,0.054,-6.932,-8.055,1.123,-15,-15,-13.613,-1.387,-1.387,-468.388,30.0119012
30.0788816,54,0.054,-5.24,-6.444,1.204,-15,-15,-13.951,-1.049,-1.049,-447.11,30.0958363
30.0972803,54,0.054,-3.629,-3.222,-0.407,-15,-15,-14.274,-0.726000000000001,-0.726000000000001,-588.483,30.114235
30.1628331,54,0.054,-2.501,-3.222,0.721,-15,-15,-14.499,-0.500999999999999,-0.500999999999999,-451.851,30.1797878
30.2055591,54,0.054,-1.373,-3.222,1.849,-15,-15,-14.725,-0.275,-0.275,-303.875,30.2225138
30.2517816,54,0.054,-0.648,-1.611,0.963,-15,-15,-14.87,-0.130000000000001,-0.130000000000001,-363.07,30.2687363
30.3330464,53,0.053,-0.085,-3.222,3.137,-15,-15,-14.982,-0.0180000000000007,-0.0180000000000007,-116.402,30.3500011
30.3633637,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-11.699,30.3803184
30.4186696,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-10.559,30.4356243
30.5059835,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-9.419,30.5229382
30.5198577,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-8.051,30.5368124
30.5902772,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-6.91,30.6072319
30.630397,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-5.77,30.6473517
30.6770452,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-4.63,30.6939999
30.7604331,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-3.262,30.7773878
30.7836267,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-2.122,30.8005814
30.845414,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,-0.982,30.8623687
30.8914057,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,0.386,30.9083604
30.9383704,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,1.526,30.9553251
31.0157027,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,2.666,31.0326574
31.0559115,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,4.034,31.0728662
31.1041652,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,5.174,31.1211199
31.1902448,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,6.314,31.2071995
31.2098548,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,7.455,31.2268095
31.2776759,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,8.823,31.2946306
31.3172553,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,9.963,31.33421
31.3640025,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,11.103,31.3809572
31.4495808,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,12.471,31.4665355
31.4755861,53,0.053,0.076,0,0.076,-15,-15,-15.015,0.0150000000000006,0.0150000000000006,13.611,31.4925408
31.536423,53,0.053,0.076,0,0.076,-20,-15,-15.015,-4.985,0.0150000000000006,14.752,31.5533777
31.5814971,53,0.053,-5.586,-3.222,-2.364,-20,-16.261,-15.144,-4.856,-1.117,-642.838,31.5984518
31.630347,54,0.054,-10.206,-8.055,-2.151,-20,-17.507,-15.466,-4.534,-2.041,-651.671,31.6473017
31.7067948,54,0.054,-14.181,-11.277,-2.904,-20,-18.753,-15.917,-4.083,-2.836,-782.003,31.7237495
31.7402837,54,0.054,-16.949,-12.888,-4.061,-20,-20,-16.61,-3.39,-3.39,-922.845,31.7572384
31.8030452,54,0.054,-13.968,-9.666,-4.302,-20,-20,-17.206,-2.794,-2.794,-994.629,31.8199999
31.8751952,54,0.054,-10.746,-9.666,-1.08,-20,-20,-17.85,-2.15,-2.15,-695.481,31.8921499
31.9103536,54,0.054,-8.491,-9.666,1.175,-20,-20,-18.301,-1.699,-1.699,-475.499,31.9273083
31.960853,54,0.054,-6.557,-8.055,1.498,-20,-20,-18.688,-1.312,-1.312,-437.246,31.9778077
32.0464186,54,0.054,-4.624,-6.444,1.82,-20,-20,-19.075,-0.925000000000001,-0.925000000000001,-386.767,32.0633733
32.0642645,54,0.054,-3.335,-3.222,-0.113,-20,-20,-19.332,-0.667999999999999,-0.667999999999999,-560.291,32.0812192
32.1323985,54,0.054,-2.046,-3.222,1.176,-20,-20,-19.59,-0.41,-0.41,-399.614,32.1493532
32.1774719,54,0.054,-1.241,-1.611,0.37,-20,-20,-19.751,-0.248999999999999,-0.248999999999999,-454.321,32.1944266
32.2314818,54,0.054,-0.435,-3.222,2.787,-20,-20,-19.912,-0.088000000000001,-0.088000000000001,-174.729,32.2484365
32.3053465,53,0.053,0.128,-1.611,1.739,-20,-20,-20.025,0.0249999999999986,0.0249999999999986,152.538,32.3223012
32.3419858,53,0.053,0.128,0,0.128,-20,-20,-20.025,0.0249999999999986,0.0249999999999986,-6.645,32.3589405
