time_s,duty_permille,duty_ratio,encoder_count,delta_count,rpm,rad_per_second,sample_time_s,host_time_s
17.05,743,0.743,57203,-30,-230.769,-24.166,0.0500000000000007,18.6179847
17.1,744,0.744,57173,-30,-230.769,-24.166,0.0500000000000007,18.7009724
17.15,746,0.746,57142,-31,-238.461,-24.971,0.0499999999999972,18.7237574
17.2,747,0.747,57112,-30,-230.769,-24.166,0.0500000000000007,18.788902
17.25,749,0.749,57082,-30,-230.769,-24.166,0.0500000000000007,18.8164136
17.3,750,0.75,57051,-31,-238.461,-24.971,0.0500000000000007,18.8765085
17.35,752,0.752,57020,-31,-238.461,-24.971,0.0500000000000007,18.9259715
17.4,753,0.753,56990,-30,-230.769,-24.166,0.0499999999999972,18.9723415
17.45,755,0.755,56959,-31,-238.461,-24.971,0.0500000000000007,19.0513364
17.5,756,0.756,56928,-31,-238.461,-24.971,0.0500000000000007,19.065683
17.55,758,0.758,56897,-31,-238.461,-24.971,0.0500000000000007,19.1367933
17.6,759,0.759,56866,-31,-238.461,-24.971,0.0500000000000007,19.1730786
17.65,760,0.76,56836,-30,-230.769,-24.166,0.0499999999999972,19.2234825
17.7,762,0.762,56804,-32,-246.153,-25.777,0.0500000000000007,19.26859
17.75,763,0.763,56774,-30,-230.769,-24.166,0.0500000000000007,19.3296407
17.8,765,0.765,56742,-32,-246.153,-25.777,0.0500000000000007,19.3966623
17.85,766,0.766,56711,-31,-238.461,-24.971,0.0500000000000007,19.4148944
17.9,767,0.767,56680,-31,-238.461,-24.971,0.0499999999999972,19.4839553
17.95,768,0.768,56648,-32,-246.153,-25.777,0.0500000000000007,19.524969
18,770,0.77,56617,-31,-238.461,-24.971,0.0500000000000007,19.5744149
18.05,771,0.771,56585,-32,-246.153,-25.777,0.0500000000000007,19.6201679
18.1,772,0.772,56554,-31,-238.461,-24.971,0.0500000000000007,19.6662168
18.15,773,0.773,56522,-32,-246.153,-25.777,0.0499999999999972,19.7476057
18.2,775,0.775,56490,-32,-246.153,-25.777,0.0500000000000007,19.7764879
18.25,776,0.776,56458,-32,-246.153,-25.777,0.0500000000000007,19.8346078
18.3,777,0.777,56427,-31,-238.461,-24.971,0.0500000000000007,19.8706505
18.35,778,0.778,56395,-32,-246.153,-25.777,0.0500000000000007,19.9203415
18.4,779,0.779,56363,-32,-246.153,-25.777,0.0499999999999972,19.9659757
18.45,780,0.78,56331,-32,-246.153,-25.777,0.0500000000000007,20.0278533
18.5,781,0.781,56300,-31,-238.461,-24.971,0.0500000000000007,20.098834
18.55,782,0.782,56268,-32,-246.153,-25.777,0.0500000000000007,20.1216698
18.6,783,0.783,56236,-32,-246.153,-25.777,0.0500000000000007,20.1841425
18.65,784,0.784,56203,-33,-253.846,-26.582,0.0499999999999972,20.2242775
18.7,785,0.785,56171,-32,-246.153,-25.777,0.0500000000000007,20.2705711
18.75,786,0.786,56138,-33,-253.846,-26.582,0.0500000000000007,20.3185182
18.8,787,0.787,56106,-32,-246.153,-25.777,0.0500000000000007,20.3763287
18.85,788,0.788,56074,-32,-246.153,-25.777,0.0500000000000007,20.4537501
18.9,789,0.789,56042,-32,-246.153,-25.777,0.0499999999999972,20.4705752
18.95,790,0.79,56010,-32,-246.153,-25.777,0.0500000000000007,20.5406262
19,790,0.79,55977,-33,-253.846,-26.582,0.0500000000000007,20.5647344
19.05,791,0.791,55944,-33,-253.846,-26.582,0.0500000000000007,20.6311613
19.1,792,0.792,55912,-32,-246.153,-25.777,0.0500000000000007,20.6703404
19.15,793,0.793,55880,-32,-246.153,-25.777,0.0499999999999972,20.7180815
19.2,793,0.793,55848,-32,-246.153,-25.777,0.0500000000000007,20.7640551
19.25,794,0.794,55814,-34,-261.538,-27.388,0.0500000000000007,20.8258198
19.3,795,0.795,55782,-32,-246.153,-25.777,0.0500000000000007,20.8994837
19.35,795,0.795,55749,-33,-253.846,-26.582,0.0500000000000007,20.919353
19.4,796,0.796,55716,-33,-253.846,-26.582,0.0499999999999972,20.9871481
19.45,796,0.796,55684,-32,-246.153,-25.777,0.0500000000000007,21.0211222
19.5,797,0.797,55651,-33,-253.846,-26.582,0.0500000000000007,21.0726201
19.55,797,0.797,55618,-33,-253.846,-26.582,0.0500000000000007,21.1588075
19.6,798,0.798,55586,-32,-246.153,-25.777,0.0500000000000007,21.1748092
19.65,798,0.798,55552,-34,-261.538,-27.388,0.0499999999999972,21.2447312
19.7,798,0.798,55520,-32,-246.153,-25.777,0.0500000000000007,21.2695375
19.75,799,0.799,55487,-33,-253.846,-26.582,0.0500000000000007,21.332664
19.8,799,0.799,55454,-33,-253.846,-26.582,0.0500000000000007,21.3671301
19.85,799,0.799,55421,-33,-253.846,-26.582,0.0500000000000007,21.4213536
19.9,799,0.799,55388,-33,-253.846,-26.582,0.0499999999999972,21.5085413
19.95,799,0.799,55355,-33,-253.846,-26.582,0.0500000000000007,21.5200538
20,799,0.799,55322,-33,-253.846,-26.582,0.0500000000000007,21.5952743
20.05,799,0.799,55289,-33,-253.846,-26.582,0.0500000000000007,21.6283171
20.1,799,0.799,55256,-33,-253.846,-26.582,0.0500000000000007,21.683366
20.15,799,0.799,55224,-32,-246.153,-25.777,0.0499999999999972,21.7220115
20.2,799,0.799,55191,-33,-253.846,-26.582,0.0500000000000007,21.7698876
20.25,799,0.799,55158,-33,-253.846,-26.582,0.0500000000000007,21.8159868
20.3,799,0.799,55125,-33,-253.846,-26.582,0.0500000000000007,21.8692279
20.35,799,0.799,55092,-33,-253.846,-26.582,0.0500000000000007,21.9521344
20.4,799,0.799,55060,-32,-246.153,-25.777,0.0499999999999972,21.9774123
20.45,799,0.799,55026,-34,-261.538,-27.388,0.0500000000000007,22.0410416
20.5,798,0.798,54994,-32,-246.153,-25.777,0.0500000000000007,22.0694599
20.55,798,0.798,54960,-34,-261.538,-27.388,0.0500000000000007,22.1275801
20.6,797,0.797,54928,-32,-246.153,-25.777,0.0500000000000007,22.1765713
20.65,797,0.797,54894,-34,-261.538,-27.388,0.0499999999999972,22.2250147
20.7,797,0.797,54862,-32,-246.153,-25.777,0.0500000000000007,22.3003814
20.75,796,0.796,54829,-33,-253.846,-26.582,0.0500000000000007,22.3178291
20.8,795,0.795,54796,-33,-253.846,-26.582,0.0500000000000007,22.38653
20.85,795,0.795,54764,-32,-246.153,-25.777,0.0500000000000007,22.4271603
20.9,794,0.794,54731,-33,-253.846,-26.582,0.0499999999999972,22.475492
20.95,793,0.793,54698,-33,-253.846,-26.582,0.0500000000000007,22.5179024
21,793,0.793,54666,-32,-246.153,-25.777,0.0500000000000007,22.5654564
21.05,792,0.792,54634,-32,-246.153,-25.777,0.0500000000000007,22.6505217
21.1,791,0.791,54601,-33,-253.846,-26.582,0.0500000000000007,22.675467
21.15,790,0.79,54568,-33,-253.846,-26.582,0.0499999999999972,22.7416267
21.2,789,0.789,54535,-33,-253.846,-26.582,0.0500000000000007,22.7707956
21.25,788,0.788,54503,-32,-246.153,-25.777,0.0500000000000007,22.8306437
21.3,787,0.787,54470,-33,-253.846,-26.582,0.0500000000000007,22.8638597
21.35,786,0.786,54438,-32,-246.153,-25.777,0.0500000000000007,22.9190298
21.4,785,0.785,54406,-32,-246.153,-25.777,0.0499999999999972,23.0071638
21.45,784,0.784,54374,-32,-246.153,-25.777,0.0500000000000007,23.0164892
21.5,782,0.782,54342,-32,-246.153,-25.777,0.0500000000000007,23.0939704
21.55,781,0.781,54310,-32,-246.153,-25.777,0.0500000000000007,23.1203533
21.6,780,0.78,54278,-32,-246.153,-25.777,0.0500000000000007,23.1850226
21.65,778,0.778,54246,-32,-246.153,-25.777,0.0499999999999972,23.2156692
21.7,777,0.777,54214,-32,-246.153,-25.777,0.0500000000000007,23.2780274
21.75,775,0.775,54182,-32,-246.153,-25.777,0.0500000000000007,23.3585599
21.8,774,0.774,54150,-32,-246.153,-25.777,0.0500000000000007,23.3702967
21.85,772,0.772,54118,-32,-246.153,-25.777,0.0500000000000007,23.4464418
21.9,771,0.771,54086,-32,-246.153,-25.777,0.0499999999999972,23.4640764
21.95,769,0.769,54054,-32,-246.153,-25.777,0.0500000000000007,23.5328529
22,767,0.767,54023,-31,-238.461,-24.971,0.0500000000000007,23.5674197
22.05,766,0.766,53992,-31,-238.461,-24.971,0.0500000000000007,23.6217
22.1,764,0.764,53960,-32,-246.153,-25.777,0.0500000000000007,23.6631083
22.15,762,0.762,53929,-31,-238.461,-24.971,0.0499999999999972,23.724877
22.2,760,0.76,53898,-31,-238.461,-24.971,0.0500000000000007,23.7963261
22.25,758,0.758,53867,-31,-238.461,-24.971,0.0500000000000007,23.8177952
22.3,756,0.756,53836,-31,-238.461,-24.971,0.0500000000000007,23.8833342
22.35,754,0.754,53805,-31,-238.461,-24.971,0.0500000000000007,23.9179188
22.4,752,0.752,53774,-31,-238.461,-24.971,0.0499999999999972,23.9797139
22.45,749,0.749,53743,-31,-238.461,-24.971,0.0500000000000007,24.0277737
22.5,747,0.747,53712,-31,-238.461,-24.971,0.0500000000000007,24.0737753
22.55,745,0.745,53682,-30,-230.769,-24.166,0.0500000000000007,24.1548379
22.6,743,0.743,53651,-31,-238.461,-24.971,0.0500000000000007,24.1658739
22.65,740,0.74,53621,-30,-230.769,-24.166,0.0499999999999972,24.2451253
22.7,738,0.738,53591,-30,-230.769,-24.166,0.0500000000000007,24.2773619
22.75,735,0.735,53561,-30,-230.769,-24.166,0.0500000000000007,24.3359283
22.8,733,0.733,53531,-30,-230.769,-24.166,0.0500000000000007,24.3719508
22.85,730,0.73,53501,-30,-230.769,-24.166,0.0500000000000007,24.4245896
22.9,728,0.728,53471,-30,-230.769,-24.166,0.0499999999999972,24.4649325
22.95,725,0.725,53442,-29,-223.076,-23.36,0.0500000000000007,24.5272013
23,722,0.722,53412,-30,-230.769,-24.166,0.0500000000000007,24.5984419
23.05,720,0.72,53383,-29,-223.076,-23.36,0.0500000000000007,24.6201915
23.1,717,0.717,53353,-30,-230.769,-24.166,0.0500000000000007,24.6874622
23.15,714,0.714,53324,-29,-223.076,-23.36,0.0499999999999972,24.716731
23.2,711,0.711,53295,-29,-223.076,-23.36,0.0500000000000007,24.7757489
23.25,708,0.708,53266,-29,-223.076,-23.36,0.0500000000000007,24.8647187
23.3,705,0.705,53237,-29,-223.076,-23.36,0.0500000000000007,24.8728879
23.35,702,0.702,53208,-29,-223.076,-23.36,0.0500000000000007,24.9555532
23.4,699,0.699,53180,-28,-215.384,-22.555,0.0499999999999972,24.9665005
23.45,696,0.696,53152,-28,-215.384,-22.555,0.0500000000000007,25.0423904
23.5,693,0.693,53124,-28,-215.384,-22.555,0.0500000000000007,25.0763508
23.55,690,0.69,53096,-28,-215.384,-22.555,0.0500000000000007,25.1288041
23.6,687,0.687,53068,-28,-215.384,-22.555,0.0500000000000007,25.1648673
23.65,684,0.684,53040,-28,-215.384,-22.555,0.0499999999999972,25.2269126
23.7,680,0.68,53012,-28,-215.384,-22.555,0.0500000000000007,25.3035089
23.75,677,0.677,52985,-27,-207.692,-21.749,0.0500000000000007,25.3250424
23.8,674,0.674,52958,-27,-207.692,-21.749,0.0500000000000007,25.3905997
23.85,670,0.67,52930,-28,-215.384,-22.555,0.0500000000000007,25.4182576
23.9,667,0.667,52903,-27,-207.692,-21.749,0.0499999999999972,25.4814931
23.95,664,0.664,52876,-27,-207.692,-21.749,0.0500000000000007,25.5210358
24,660,0.66,52850,-26,-200,-20.943,0.0500000000000007,25.5707022
24.05,657,0.657,52823,-27,-207.692,-21.749,0.0500000000000007,25.6130928
24.1,653,0.653,52796,-27,-207.692,-21.749,0.0500000000000007,25.6686611
24.15,650,0.65,52770,-26,-200,-20.943,0.0499999999999972,25.7447466
24.2,646,0.646,52744,-26,-200,-20.943,0.0500000000000007,25.7731263
24.25,642,0.642,52718,-26,-200,-20.943,0.0500000000000007,25.8363848
24.3,639,0.639,52693,-25,-192.307,-20.138,0.0500000000000007,25.8661218
24.35,635,0.635,52667,-26,-200,-20.943,0.0500000000000007,25.9270151
24.4,631,0.631,52642,-25,-192.307,-20.138,0.0499999999999972,25.9658723
24.45,628,0.628,52617,-25,-192.307,-20.138,0.0500000000000007,26.0280054
24.5,624,0.624,52592,-25,-192.307,-20.138,0.0500000000000007,26.0996967
24.55,620,0.62,52566,-26,-200,-20.943,0.0500000000000007,26.1259384
24.6,617,0.617,52542,-24,-184.615,-19.332,0.0500000000000007,26.1881978
24.65,613,0.613,52517,-25,-192.307,-20.138,0.0499999999999972,26.2148187
24.7,609,0.609,52492,-25,-192.307,-20.138,0.0500000000000007,26.2769158
24.75,605,0.605,52468,-24,-184.615,-19.332,0.0500000000000007,26.3616282
24.8,601,0.601,52444,-24,-184.615,-19.332,0.0500000000000007,26.372421
24.85,598,0.598,52420,-24,-184.615,-19.332,0.0500000000000007,26.449058
24.9,594,0.594,52396,-24,-184.615,-19.332,0.0499999999999972,26.4661429
24.95,590,0.59,52373,-23,-176.923,-18.527,0.0500000000000007,26.5382503
25,586,0.586,52350,-23,-176.923,-18.527,0.0500000000000007,26.5639986
25.05,582,0.582,52326,-24,-184.615,-19.332,0.0500000000000007,26.6268991
25.1,578,0.578,52304,-22,-169.23,-17.721,0.0500000000000007,26.7177321
25.15,575,0.575,52281,-23,-176.923,-18.527,0.0499999999999972,26.7231646
25.2,571,0.571,52258,-23,-176.923,-18.527,0.0500000000000007,26.8092077
25.25,567,0.567,52236,-22,-169.23,-17.721,0.0500000000000007,26.8167208
25.3,563,0.563,52214,-22,-169.23,-17.721,0.0500000000000007,26.8957268
25.35,559,0.559,52192,-22,-169.23,-17.721,0.0500000000000007,26.925447
25.4,555,0.555,52170,-22,-169.23,-17.721,0.0499999999999972,26.9836565
25.45,551,0.551,52148,-22,-169.23,-17.721,0.0500000000000007,27.0194642
25.5,548,0.548,52126,-22,-169.23,-17.721,0.0500000000000007,27.0752156
25.55,544,0.544,52105,-21,-161.538,-16.916,0.0500000000000007,27.1575438
25.6,540,0.54,52084,-21,-161.538,-16.916,0.0500000000000007,27.1718795
25.65,536,0.536,52062,-22,-169.23,-17.721,0.0499999999999972,27.243733
25.7,532,0.532,52042,-20,-153.846,-16.11,0.0500000000000007,27.2651788
25.75,529,0.529,52021,-21,-161.538,-16.916,0.0500000000000007,27.3314362
25.8,525,0.525,52000,-21,-161.538,-16.916,0.0500000000000007,27.3731968
25.85,521,0.521,51980,-20,-153.846,-16.11,0.0500000000000007,27.4187369
25.9,518,0.518,51960,-20,-153.846,-16.11,0.0499999999999972,27.5081251
25.95,514,0.514,51940,-20,-153.846,-16.11,0.0500000000000007,27.523658
26,510,0.51,51921,-19,-146.153,-15.305,0.0500000000000007,27.5980245
26.05,507,0.507,51901,-20,-153.846,-16.11,0.0500000000000007,27.6231433
26.1,503,0.503,51882,-19,-146.153,-15.305,0.0500000000000007,27.6911184
26.15,500,0.5,51862,-20,-153.846,-16.11,0.0499999999999972,27.7166526
26.2,496,0.496,51843,-19,-146.153,-15.305,0.0500000000000007,27.7803329
26.25,492,0.492,51824,-19,-146.153,-15.305,0.0500000000000007,27.8208368
26.3,489,0.489,51806,-18,-138.461,-14.499,0.0500000000000007,27.8697252
26.35,486,0.486,51787,-19,-146.153,-15.305,0.0500000000000007,27.9135002
26.4,482,0.482,51769,-18,-138.461,-14.499,0.0499999999999972,27.9746507
26.45,479,0.479,51750,-19,-146.153,-15.305,0.0500000000000007,28.0475114
26.5,476,0.476,51732,-18,-138.461,-14.499,0.0500000000000007,28.0641466
26.55,472,0.472,51714,-18,-138.461,-14.499,0.0500000000000007,28.136044
26.6,469,0.469,51696,-18,-138.461,-14.499,0.0500000000000007,28.1756063
26.65,466,0.466,51678,-18,-138.461,-14.499,0.0499999999999972,28.2262395
26.7,463,0.463,51660,-18,-138.461,-14.499,0.0500000000000007,28.2736781
26.75,460,0.46,51642,-18,-138.461,-14.499,0.0500000000000007,28.319629
26.8,457,0.457,51626,-16,-123.076,-12.888,0.0500000000000007,28.3982092
26.85,454,0.454,51608,-18,-138.461,-14.499,0.0500000000000007,28.413057
26.9,451,0.451,51592,-16,-123.076,-12.888,0.0499999999999972,28.4835537
26.95,448,0.448,51574,-18,-138.461,-14.499,0.0500000000000007,28.5220726
27,446,0.446,51558,-16,-123.076,-12.888,0.0500000000000007,28.5716837
27.05,443,0.443,51542,-16,-123.076,-12.888,0.0500000000000007,28.6153051
27.1,440,0.44,51526,-16,-123.076,-12.888,0.0500000000000007,28.6664203
27.15,438,0.438,51509,-17,-130.769,-13.694,0.0499999999999972,28.7464164
27.2,435,0.435,51492,-17,-130.769,-13.694,0.0500000000000007,28.7749804
27.25,433,0.433,51476,-16,-123.076,-12.888,0.0500000000000007,28.8313281
27.3,430,0.43,51460,-16,-123.076,-12.888,0.0500000000000007,28.8674025
27.35,428,0.428,51445,-15,-115.384,-12.083,0.0500000000000007,28.9190409
27.4,426,0.426,51430,-15,-115.384,-12.083,0.0499999999999972,29.0079299
27.45,424,0.424,51414,-16,-123.076,-12.888,0.0500000000000007,29.0231622
27.5,422,0.422,51398,-16,-123.076,-12.888,0.0500000000000007,29.0947969
27.55,420,0.42,51383,-15,-115.384,-12.083,0.0500000000000007,29.1161611
27.6,418,0.418,51368,-15,-115.384,-12.083,0.0500000000000007,29.1833927
27.65,416,0.416,51352,-16,-123.076,-12.888,0.0499999999999972,29.225852
27.7,414,0.414,51336,-16,-123.076,-12.888,0.0500000000000007,29.2727654
27.75,413,0.413,51322,-14,-107.692,-11.277,0.0500000000000007,29.3557421
27.8,411,0.411,51306,-16,-123.076,-12.888,0.0500000000000007,29.3710004
27.85,410,0.41,51291,-15,-115.384,-12.083,0.0500000000000007,29.4429005
27.9,408,0.408,51276,-15,-115.384,-12.083,0.0499999999999972,29.4750931
27.95,407,0.407,51261,-15,-115.384,-12.083,0.0500000000000007,29.5317433
28,406,0.406,51246,-15,-115.384,-12.083,0.0500000000000007,29.5683939
28.05,405,0.405,51232,-14,-107.692,-11.277,0.0500000000000007,29.6218937
28.1,404,0.404,51217,-15,-115.384,-12.083,0.0500000000000007,29.6697182
28.15,403,0.403,51202,-15,-115.384,-12.083,0.0499999999999972,29.7181718
28.2,402,0.402,51188,-14,-107.692,-11.277,0.0500000000000007,29.7979704
28.25,402,0.402,51174,-14,-107.692,-11.277,0.0500000000000007,29.8155891
28.3,401,0.401,51159,-15,-115.384,-12.083,0.0500000000000007,29.8889543
28.35,400,0.4,51144,-15,-115.384,-12.083,0.0500000000000007,29.9251147
28.4,400,0.4,51130,-14,-107.692,-11.277,0.0499999999999972,29.979422
28.45,400,0.4,51116,-14,-107.692,-11.277,0.0500000000000007,30.0250101
28.5,400,0.4,51102,-14,-107.692,-11.277,0.0500000000000007,30.069577
28.55,400,0.4,51087,-15,-115.384,-12.083,0.0500000000000007,30.153708
28.6,400,0.4,51073,-14,-107.692,-11.277,0.0500000000000007,30.1668232
28.65,400,0.4,51058,-15,-115.384,-12.083,0.0499999999999972,30.2425852
28.7,400,0.4,51044,-14,-107.692,-11.277,0.0500000000000007,30.276842
28.75,400,0.4,51030,-14,-107.692,-11.277,0.0500000000000007,30.3279625
28.8,401,0.401,51016,-14,-107.692,-11.277,0.0500000000000007,30.3731922
28.85,401,0.401,51001,-15,-115.384,-12.083,0.0500000000000007,30.4203392
28.9,402,0.402,50986,-15,-115.384,-12.083,0.0499999999999972,30.5042772
28.95,403,0.403,50972,-14,-107.692,-11.277,0.0500000000000007,30.5138614
29,404,0.404,50958,-14,-107.692,-11.277,0.0500000000000007,30.6012593
29.05,405,0.405,50943,-15,-115.384,-12.083,0.0500000000000007,30.6196061
29.1,406,0.406,50928,-15,-115.384,-12.083,0.0500000000000007,30.6903291
29.15,407,0.407,50914,-14,-107.692,-11.277,0.0499999999999972,30.7135611
29.2,408,0.408,50898,-16,-123.076,-12.888,0.0500000000000007,30.7745672
29.25,410,0.41,50884,-14,-107.692,-11.277,0.0500000000000007,30.8209546
29.3,411,0.411,50869,-15,-115.384,-12.083,0.0500000000000007,30.8695223
29.35,413,0.413,50854,-15,-115.384,-12.083,0.0500000000000007,30.9580483
29.4,415,0.415,50838,-16,-123.076,-12.888,0.0499999999999972,30.9627727
29.45,416,0.416,50823,-15,-115.384,-12.083,0.0500000000000007,31.0448034
29.5,418,0.418,50808,-15,-115.384,-12.083,0.0500000000000007,31.0708288
29.55,420,0.42,50793,-15,-115.384,-12.083,0.0500000000000007,31.1297246
29.6,423,0.423,50778,-15,-115.384,-12.083,0.0500000000000007,31.1763316
29.65,425,0.425,50762,-16,-123.076,-12.888,0.0499999999999972,31.2232447
29.7,427,0.427,50747,-15,-115.384,-12.083,0.0500000000000007,31.3011685
29.75,430,0.43,50732,-15,-115.384,-12.083,0.0500000000000007,31.3178411
29.8,433,0.433,50716,-16,-123.076,-12.888,0.0500000000000007,31.3914482
29.85,435,0.435,50700,-16,-123.076,-12.888,0.0500000000000007,31.4270288
29.9,438,0.438,50684,-16,-123.076,-12.888,0.0499999999999972,31.4795622
29.95,441,0.441,50668,-16,-123.076,-12.888,0.0500000000000007,31.5215006
30,444,0.444,50652,-16,-123.076,-12.888,0.0500000000000007,31.5684809
30.05,447,0.447,50636,-16,-123.076,-12.888,0.0500000000000007,31.6150063
30.1,450,0.45,50619,-17,-130.769,-13.694,0.0500000000000007,31.6763448
30.15,454,0.454,50602,-17,-130.769,-13.694,0.0499999999999972,31.7412439
30.2,457,0.457,50586,-16,-123.076,-12.888,0.0500000000000007,31.7629866
30.25,461,0.461,50569,-17,-130.769,-13.694,0.0500000000000007,31.8274161
30.3,464,0.464,50552,-17,-130.769,-13.694,0.0500000000000007,31.8720849
30.35,468,0.468,50534,-18,-138.461,-14.499,0.0500000000000007,31.9196553
30.4,472,0.472,50517,-17,-130.769,-13.694,0.0499999999999972,32.0055959
30.45,475,0.475,50499,-18,-138.461,-14.499,0.0500000000000007,32.0117922
30.5,479,0.479,50481,-18,-138.461,-14.499,0.0500000000000007,32.0922866
30.55,483,0.483,50463,-18,-138.461,-14.499,0.0500000000000007,32.1193859
30.6,488,0.488,50444,-19,-146.153,-15.305,0.0500000000000007,32.1787554
30.65,492,0.492,50426,-18,-138.461,-14.499,0.0499999999999972,32.2130963
30.7,496,0.496,50407,-19,-146.153,-15.305,0.0500000000000007,32.2652119
30.75,500,0.5,50388,-19,-146.153,-15.305,0.0500000000000007,32.352917
30.8,505,0.505,50370,-18,-138.461,-14.499,0.0500000000000007,32.3710641
30.85,509,0.509,50350,-20,-153.846,-16.11,0.0500000000000007,32.4402761
30.9,514,0.514,50331,-19,-146.153,-15.305,0.0499999999999972,32.4650289
30.95,518,0.518,50312,-19,-146.153,-15.305,0.0500000000000007,32.5318952
31,523,0.523,50292,-20,-153.846,-16.11,0.0500000000000007,32.5742659
31.05,528,0.528,50272,-20,-153.846,-16.11,0.0500000000000007,32.6220901
31.1,533,0.533,50252,-20,-153.846,-16.11,0.0500000000000007,32.6671339
31.15,537,0.537,50231,-21,-161.538,-16.916,0.0499999999999972,32.7131101
31.2,542,0.542,50210,-21,-161.538,-16.916,0.0500000000000007,32.797046
31.25,547,0.547,50190,-20,-153.846,-16.11,0.0500000000000007,32.818879
31.3,552,0.552,50168,-22,-169.23,-17.721,0.0500000000000007,32.8847613
31.35,557,0.557,50147,-21,-161.538,-16.916,0.0500000000000007,32.9127466
31.4,562,0.562,50126,-21,-161.538,-16.916,0.0499999999999972,32.975057
31.45,567,0.567,50104,-22,-169.23,-17.721,0.0500000000000007,33.0613908
31.5,573,0.573,50081,-23,-176.923,-18.527,0.0500000000000007,33.0738667
31.55,578,0.578,50058,-23,-176.923,-18.527,0.0500000000000007,33.1474912
31.6,583,0.583,50036,-22,-169.23,-17.721,0.0500000000000007,33.1692716
31.65,588,0.588,50013,-23,-176.923,-18.527,0.0499999999999972,33.2360901
31.7,593,0.593,49990,-23,-176.923,-18.527,0.0500000000000007,33.2697171
31.75,599,0.599,49966,-24,-184.615,-19.332,0.0500000000000007,33.3253536
31.8,604,0.604,49943,-23,-176.923,-18.527,0.0500000000000007,33.3622044
31.85,609,0.609,49920,-23,-176.923,-18.527,0.0500000000000007,33.4235064
31.9,614,0.614,49896,-24,-184.615,-19.332,0.0499999999999972,33.5006632
31.95,620,0.62,49872,-24,-184.615,-19.332,0.0500000000000007,33.5246943
32,625,0.625,49847,-25,-192.307,-20.138,0.0499999999999972,33.5872985
32.05,630,0.63,49822,-25,-192.307,-20.138,0.0500000000000078,33.6177074
32.1,635,0.635,49798,-24,-184.615,-19.332,0.0499999999999972,33.6755253
32.15,641,0.641,49772,-26,-200,-20.943,0.0500000000000043,33.7203032
32.2,646,0.646,49747,-25,-192.307,-20.138,0.0499999999999972,33.769258
32.25,651,0.651,49722,-25,-192.307,-20.138,0.0499999999999972,33.8151853
32.3,656,0.656,49695,-27,-207.692,-21.749,0.0500000000000043,33.8609877
32.35,661,0.661,49669,-26,-200,-20.943,0.0499999999999972,33.9460046
32.4,666,0.666,49642,-27,-207.692,-21.749,0.0500000000000043,33.9722074
32.45,671,0.671,49616,-26,-200,-20.943,0.0499999999999972,34.0327838
32.5,676,0.676,49588,-28,-215.384,-22.555,0.0499999999999972,34.0640654
32.55,681,0.681,49562,-26,-200,-20.943,0.0500000000000043,34.1257456
32.6,686,0.686,49534,-28,-215.384,-22.555,0.0499999999999972,34.2071688
32.65,691,0.691,49507,-27,-207.692,-21.749,0.0500000000000043,34.2216528
32.7,696,0.696,49479,-28,-215.384,-22.555,0.0499999999999972,34.296076
32.75,701,0.701,49451,-28,-215.384,-22.555,0.0499999999999972,34.3154387
32.8,705,0.705,49422,-29,-223.076,-23.36,0.0500000000000043,34.3825908
32.85,710,0.71,49394,-28,-215.384,-22.555,0.0499999999999972,34.4250657
32.9,714,0.714,49366,-28,-215.384,-22.555,0.0500000000000043,34.4720977
32.95,719,0.719,49337,-29,-223.076,-23.36,0.0499999999999972,34.561135
33,723,0.723,49308,-29,-223.076,-23.36,0.0499999999999972,34.5654746
33.05,728,0.728,49278,-30,-230.769,-24.166,0.0500000000000043,34.6485604
33.1,732,0.732,49249,-29,-223.076,-23.36,0.0499999999999972,34.6699726
33.15,736,0.736,49219,-30,-230.769,-24.166,0.0500000000000043,34.7369628
33.2,740,0.74,49189,-30,-230.769,-24.166,0.0499999999999972,34.7634205
33.25,744,0.744,49159,-30,-230.769,-24.166,0.0499999999999972,34.8314699
33.3,747,0.747,49129,-30,-230.769,-24.166,0.0500000000000043,34.8721152
33.35,751,0.751,49098,-31,-238.461,-24.971,0.0499999999999972,34.9269335
33.4,755,0.755,49068,-30,-230.769,-24.166,0.0500000000000043,34.9650948
33.45,758,0.758,49037,-31,-238.461,-24.971,0.0499999999999972,35.0152064
33.5,762,0.762,49006,-31,-238.461,-24.971,0.0499999999999972,35.1013251
33.55,765,0.765,48976,-30,-230.769,-24.166,0.0500000000000043,35.1180425
33.6,768,0.768,48944,-32,-246.153,-25.777,0.0499999999999972,35.1887976
33.65,771,0.771,48913,-31,-238.461,-24.971,0.0500000000000043,35.2166679
33.7,774,0.774,48881,-32,-246.153,-25.777,0.0499999999999972,35.2751738
33.75,776,0.776,48850,-31,-238.461,-24.971,0.0499999999999972,35.3121986
33.8,779,0.779,48818,-32,-246.153,-25.777,0.0500000000000043,35.3731994
33.85,781,0.781,48786,-32,-246.153,-25.777,0.0499999999999972,35.4505524
33.9,784,0.784,48754,-32,-246.153,-25.777,0.0500000000000043,35.4702391
33.95,786,0.786,48722,-32,-246.153,-25.777,0.0499999999999972,35.5358625
34,788,0.788,48690,-32,-246.153,-25.777,0.0499999999999972,35.562804
34.05,790,0.79,48657,-33,-253.846,-26.582,0.0500000000000043,35.6229059
34.1,791,0.791,48625,-32,-246.153,-25.777,0.0499999999999972,35.7110271
